Batch_ID,Kiln_Temp_C,Feed_Rate_tph,Fan_Speed_rpm,Sec_Air_Temp_C,Fineness_90um_pct
BATCH_0463,1482.2,189.6,1148.5,929.4,10.45
BATCH_0464,1360.9,192.5,1143.6,933.1,10.82
BATCH_0465,1449.7,189.7,1107.0,943.0,12.87
BATCH_0466,1442.6,182.2,1126.2,888.0,12.04
BATCH_0467,1397.3,174.0,1046.5,858.4,14.71
BATCH_0468,1441.7,174.4,1067.2,970.8,11.75
BATCH_0469,1401.4,161.8,1138.8,940.6,10.82
BATCH_0470,1422.2,175.9,1042.1,847.4,11.73
BATCH_0471,1432.6,182.4,1206.8,966.5,12.56
BATCH_0472,1444.7,179.7,1072.7,866.0,14.63
BATCH_0473,1469.6,172.1,1091.7,951.8,15.07
BATCH_0474,1410.3,161.6,1128.3,894.1,9.27
BATCH_0475,1478.7,173.2,1115.5,948.1,11.47
BATCH_0476,1481.7,172.4,1014.2,953.0,15.02
BATCH_0477,1346.8,170.2,1106.6,942.9,10.31
BATCH_0478,1436.1,177.9,1112.8,910.9,13.5
BATCH_0479,1448.3,178.1,1181.7,906.7,10.19
BATCH_0480,1446.8,196.1,1124.9,842.3,12.27
BATCH_0481,1436.4,176.8,1167.3,894.1,15.29
BATCH_0482,1427.6,184.4,1120.2,847.0,12.05
BATCH_0483,1407.3,187.7,1110.6,892.1,14.38
BATCH_0484,1408.2,162.7,1046.7,852.7,12.34
BATCH_0485,1404.0,165.5,1084.5,915.6,14.1
BATCH_0486,1420.5,193.7,1180.6,949.2,12.38
BATCH_0487,1415.3,181.7,1086.2,964.7,13.36
BATCH_0488,1454.8,188.6,1085.2,901.5,12.97
BATCH_0489,1408.7,173.7,1042.3,982.7,11.78
BATCH_0490,1387.1,152.9,1130.9,933.9,10.99
BATCH_0491,1394.0,182.1,1126.9,925.2,13.66
BATCH_0492,1367.7,182.7,1075.4,894.9,9.85
BATCH_0493,1385.7,179.8,1053.0,903.5,13.22
BATCH_0494,1352.6,202.4,1130.6,889.3,11.1
BATCH_0495,1435.1,189.8,1076.3,866.4,14.57
BATCH_0496,1438.7,153.5,1149.8,957.5,13.75
BATCH_0497,1431.9,171.3,1075.7,894.7,16.58
BATCH_0498,1421.1,180.3,1053.3,923.1,14.6
BATCH_0499,1430.3,182.8,1102.3,913.2,10.02
BATCH_0500,1406.0,182.4,1099.9,877.3,10.61
BATCH_0501,1409.3,176.9,1098.6,904.0,13.67
BATCH_0502,1480.7,185.8,1105.4,910.0,12.94
BATCH_0503,1385.4,156.5,1046.8,935.3,12.26
BATCH_0504,1413.9,186.2,1068.7,929.2,13.67
BATCH_0505,1407.5,185.5,1091.9,892.3,14.16
BATCH_0506,1370.7,184.1,1025.4,971.8,12.26
BATCH_0507,1384.1,177.4,1129.7,923.4,13.05
BATCH_0508,1413.0,173.9,1151.5,999.3,13.93
BATCH_0509,1398.2,154.1,1098.9,919.3,11.06
BATCH_0510,1368.5,191.0,1071.3,906.6,12.02
BATCH_0511,1452.6,205.2,1090.8,891.3,11.94
BATCH_0512,1423.6,173.2,1051.4,918.5,13.35
BATCH_0513,1402.4,167.7,1041.6,965.5,11.93
BATCH_0514,1417.6,158.9,1096.2,979.9,11.58
BATCH_0515,1444.3,190.5,1171.1,926.7,10.01
BATCH_0516,1384.0,156.0,1131.3,979.4,10.96
BATCH_0517,1361.4,176.9,1098.9,959.6,11.25
BATCH_0518,1372.9,163.9,1047.7,947.1,10.57
BATCH_0519,1434.9,166.0,1042.3,868.7,11.87
BATCH_0520,1396.1,197.3,1075.8,925.7,10.89
BATCH_0521,1421.0,221.4,949.1,891.3,13.48
BATCH_0522,1426.8,205.1,1021.8,896.0,13.73
BATCH_0523,1364.4,186.0,1098.9,944.5,10.98
BATCH_0524,1391.8,173.1,1091.2,858.6,9.97
BATCH_0525,1379.2,170.8,1029.2,888.8,11.9
BATCH_0526,1438.6,163.9,1105.8,918.8,12.98
BATCH_0527,1412.0,179.3,1091.1,921.3,11.73
BATCH_0528,1476.5,194.2,1146.7,934.8,10.82
BATCH_0529,1445.3,193.5,1106.0,893.9,12.41
BATCH_0530,1422.1,181.9,1115.6,954.3,10.61
BATCH_0531,1436.5,176.2,1067.6,929.3,14.57
BATCH_0532,1449.6,189.1,1175.8,898.3,15.01
BATCH_0533,1420.6,176.6,1066.7,953.5,14.96
BATCH_0534,1390.3,192.3,1146.1,954.1,10.53
BATCH_0535,1418.7,163.0,1143.3,887.2,11.45
BATCH_0536,1391.0,181.8,1122.5,928.4,13.19
BATCH_0537,1406.5,219.7,1082.7,911.5,11.44
BATCH_0538,1484.7,160.4,1113.7,982.7,13.4
BATCH_0539,1429.7,155.6,1098.4,933.4,10.44
BATCH_0540,1393.6,163.2,1225.2,900.6,13.55
BATCH_0541,1409.4,168.0,1078.4,875.5,9.96
BATCH_0542,1404.0,158.9,1103.9,962.2,10.85
BATCH_0543,1463.5,194.5,1085.2,955.2,15.5
BATCH_0544,1457.7,179.7,1083.3,942.6,12.91
BATCH_0545,1407.4,159.0,1094.5,946.9,11.24
BATCH_0546,1453.4,162.0,1055.3,875.8,10.26
BATCH_0547,1420.7,155.9,1084.1,926.1,11.29
BATCH_0548,1405.1,178.1,1092.6,940.2,11.95
BATCH_0549,1400.9,172.2,1057.4,877.2,10.92
BATCH_0550,1414.6,190.7,1105.0,899.1,11.65
BATCH_0551,1460.3,186.8,1149.4,937.9,12.44
BATCH_0552,1451.1,201.0,1139.1,911.4,12.71
BATCH_0553,1441.3,163.9,1121.1,872.7,15.15
BATCH_0554,1408.3,178.0,1038.5,903.5,15.22
BATCH_0555,1404.6,188.7,1068.6,912.0,15.05
BATCH_0556,1418.6,172.5,1155.3,870.0,11.87
BATCH_0557,1378.8,198.8,1114.8,871.7,15.14
BATCH_0558,1402.6,165.7,1118.1,873.1,11.01
BATCH_0559,1389.9,199.5,1101.9,883.8,12.78
BATCH_0560,1425.8,194.5,1043.6,970.9,10.16
BATCH_0561,1388.7,156.2,1152.1,902.0,12.38
BATCH_0562,1395.9,158.8,1035.1,861.5,14.01
BATCH_0563,1412.9,181.9,1125.0,890.9,10.05
BATCH_0564,1448.9,184.8,1119.9,905.2,12.08
BATCH_0565,1414.3,185.1,979.3,938.3,12.35
BATCH_0566,1436.0,200.3,1159.9,908.6,14.45
BATCH_0567,1434.4,191.5,1106.3,912.7,12.52
BATCH_0568,1469.2,183.7,1147.5,851.4,13.52
BATCH_0569,1426.7,183.1,1119.2,849.8,10.01
BATCH_0570,1438.2,148.7,1072.1,944.5,11.87
BATCH_0571,1417.4,181.1,1225.9,991.2,11.46
BATCH_0572,1401.9,171.9,1050.8,790.7,14.76
BATCH_0573,1448.6,172.8,1049.7,1009.2,12.38
BATCH_0574,1450.8,200.2,1199.7,928.7,10.14
BATCH_0575,1414.6,182.5,997.4,957.9,12.32
BATCH_0576,1397.6,187.6,1064.3,929.1,12.35
BATCH_0577,1413.4,176.6,1114.1,862.8,11.5
BATCH_0578,1464.5,199.4,1085.9,894.8,11.2
BATCH_0579,1389.5,179.7,1172.9,940.8,12.94
BATCH_0580,1403.1,183.6,1143.3,963.3,11.24
BATCH_0581,1431.6,161.9,1057.2,885.1,15.75
BATCH_0582,1479.2,176.1,1101.8,876.5,11.34
BATCH_0583,1361.5,167.9,1047.5,876.1,13.01
BATCH_0584,1432.2,182.0,951.3,869.4,11.38
BATCH_0585,1435.7,197.7,1102.9,969.9,13.54
BATCH_0586,1374.1,183.6,1116.3,967.2,13.69
BATCH_0587,1404.0,183.4,1184.8,874.6,10.54
BATCH_0588,1416.0,186.5,1108.2,890.3,11.74
BATCH_0589,1420.6,218.5,1089.5,934.1,11.38
BATCH_0590,1395.6,155.7,1044.2,922.9,11.52
BATCH_0591,1476.8,177.5,1152.2,895.5,12.84
BATCH_0592,1421.2,174.3,1094.2,939.6,13.16
BATCH_0593,1445.3,171.4,1038.6,936.1,9.84
BATCH_0594,1417.4,173.9,1038.8,820.9,10.94
BATCH_0595,1434.4,164.8,1087.9,960.0,13.28
BATCH_0596,1448.9,154.1,1092.0,908.8,12.08
BATCH_0597,1377.3,217.5,1113.8,936.1,13.25
BATCH_0598,1430.6,171.2,1109.6,914.2,12.36
BATCH_0599,1411.5,187.5,1093.4,887.8,12.34
BATCH_0600,1429.8,192.1,1154.7,969.5,15.31
BATCH_0601,1401.6,171.6,1061.8,890.8,14.96
BATCH_0602,1427.7,180.5,1063.9,833.0,11.01
BATCH_0603,1441.7,196.9,1113.7,919.2,13.12
BATCH_0604,1437.8,196.5,1028.8,881.0,12.84
BATCH_0605,1439.2,160.0,1169.5,950.5,13.01
BATCH_0606,1374.9,198.8,1061.8,848.2,12.86
BATCH_0607,1431.4,172.1,1063.3,951.3,10.58
BATCH_0608,1414.4,169.3,1068.1,876.8,13.07
BATCH_0609,1441.0,182.7,1080.1,930.3,11.69
BATCH_0610,1413.4,199.1,1118.6,920.7,12.47
BATCH_0611,1466.5,209.8,1034.4,962.1,13.02
BATCH_0612,1403.7,201.4,1158.6,924.3,10.58
BATCH_0613,1392.8,222.5,1082.3,911.5,13.85
BATCH_0614,1418.6,203.0,1084.5,951.4,13.77
BATCH_0615,1477.8,168.7,1125.4,1007.3,13.63
BATCH_0616,1461.2,197.0,1121.5,940.3,13.13
BATCH_0617,1427.2,175.9,1076.4,879.5,14.14
BATCH_0618,1362.7,217.9,1070.5,915.2,9.72
BATCH_0619,1436.1,209.4,1140.2,908.3,14.42
BATCH_0620,1504.9,185.5,1148.9,927.2,12.43
BATCH_0621,1445.8,192.7,1056.9,923.2,12.38
BATCH_0622,1416.6,154.7,1019.3,920.3,10.51
BATCH_0623,1468.1,181.3,1186.7,895.1,9.57
BATCH_0624,1393.4,189.3,1156.3,916.1,15.5
BATCH_0625,1356.8,160.2,1142.6,949.7,12.07
BATCH_0626,1419.4,178.2,1094.6,915.4,13.81
BATCH_0627,1455.2,226.0,1109.0,916.1,10.9
BATCH_0628,1407.8,167.4,1096.0,895.5,9.75
BATCH_0629,1411.4,167.4,1082.0,978.3,11.12
BATCH_0630,1451.1,186.3,1106.0,946.5,11.68
BATCH_0631,1421.4,198.0,1054.5,944.5,10.82
BATCH_0632,1411.7,195.4,1080.4,921.1,13.13
BATCH_0633,1379.9,191.1,1083.9,918.4,11.96
BATCH_0634,1406.4,176.3,1083.4,931.2,9.93
BATCH_0635,1480.6,154.7,1121.2,897.5,13.12
BATCH_0636,1406.8,183.9,1139.6,897.1,11.54
BATCH_0637,1353.3,179.0,1117.7,867.5,11.67
BATCH_0638,1429.2,158.2,1051.7,887.5,11.5
BATCH_0639,1421.5,169.5,1156.3,924.9,12.16
BATCH_0640,1420.6,182.7,1130.5,918.6,11.95
BATCH_0641,1429.4,198.2,1209.2,898.3,11.15
BATCH_0642,1478.5,183.8,1132.8,933.2,14.03
BATCH_0643,1390.2,187.5,1138.0,888.5,14.58
BATCH_0644,1391.8,203.4,1139.5,940.8,14.35
BATCH_0645,1416.0,179.8,1038.1,904.5,14.74
BATCH_0646,1453.1,178.8,1114.3,907.7,13.85
BATCH_0647,1458.1,167.5,1150.0,925.9,14.15
BATCH_0648,1405.5,190.6,1111.8,922.3,14.84
BATCH_0649,1370.9,180.1,1155.5,917.2,10.61
BATCH_0650,1431.6,205.2,1034.5,939.3,14.72
BATCH_0651,1426.3,187.3,1122.8,943.6,11.88
BATCH_0652,1382.0,181.5,1132.5,956.8,14.84
BATCH_0653,1460.5,200.6,1098.0,975.5,11.56
BATCH_0654,1426.8,195.4,1089.2,930.7,12.91
BATCH_0655,1422.5,176.8,1176.6,952.4,11.33
BATCH_0656,1439.3,208.5,1181.8,937.6,11.24
BATCH_0657,1434.5,179.5,1055.9,987.8,12.59
BATCH_0658,1387.8,192.8,1110.4,918.2,11.51
BATCH_0659,1399.6,194.1,1139.8,926.7,13.96
BATCH_0660,1396.1,174.6,1080.2,917.0,12.01
BATCH_0661,1424.2,144.6,1033.4,890.0,11.34
BATCH_0662,1377.3,193.0,1084.0,895.7,11.43
BATCH_0663,1380.7,192.4,1180.9,872.1,10.13
BATCH_0664,1386.2,177.6,1112.9,908.5,12.06
BATCH_0665,1363.4,186.1,1108.2,907.9,11.85
BATCH_0666,1452.2,191.2,1090.8,873.7,13.27
BATCH_0667,1423.2,175.7,986.6,997.9,9.52
BATCH_0668,1444.6,184.9,1044.0,890.7,11.21
BATCH_0669,1410.8,179.4,1079.8,954.2,11.91
BATCH_0670,1431.2,155.1,1138.0,875.5,14.84
BATCH_0671,1444.0,148.3,981.0,910.0,13.42
BATCH_0672,1427.6,205.0,1023.6,982.3,12.61
BATCH_0673,1382.9,155.8,1114.6,921.1,12.48
BATCH_0674,1430.8,204.2,1159.9,901.7,9.81
BATCH_0675,1415.3,179.0,1075.7,928.6,12.36
BATCH_0676,1444.1,156.3,1055.3,983.5,8.81
BATCH_0677,1375.2,164.9,1131.6,899.6,10.84
BATCH_0678,1372.4,176.8,1051.9,917.9,13.53
BATCH_0679,1476.3,202.6,1034.4,845.5,12.37
BATCH_0680,1434.8,167.6,1129.3,909.2,14.24
BATCH_0681,1455.3,163.2,1109.5,917.4,12.49
BATCH_0682,1478.9,174.9,1225.2,921.0,11.06
BATCH_0683,1481.5,191.6,1043.8,858.3,12.91
BATCH_0684,1384.5,171.0,1119.7,934.3,11.24
BATCH_0685,1483.4,162.1,1063.7,895.7,8.3
BATCH_0686,1428.1,181.1,1036.3,867.3,9.18
BATCH_0687,1442.5,173.5,1096.0,919.2,14.91
BATCH_0688,1480.9,222.6,1086.1,934.1,12.65
BATCH_0689,1411.2,185.7,1099.1,863.0,12.06
BATCH_0690,1489.4,183.5,1132.7,858.9,15.68
BATCH_0691,1399.5,184.2,1155.8,908.2,11.28
BATCH_0692,1391.0,158.1,1076.9,938.2,12.14
BATCH_0693,1397.8,175.7,1005.5,888.5,11.94
BATCH_0694,1413.7,215.2,1106.7,962.5,13.71
BATCH_0695,1409.2,162.8,1159.4,977.4,14.71
BATCH_0696,1438.3,212.6,1123.2,966.0,12.6
BATCH_0697,1411.5,183.8,1033.2,859.7,13.33
BATCH_0698,1432.5,148.1,1007.4,952.7,11.68
BATCH_0699,1412.6,167.6,1165.0,922.4,12.17
BATCH_0700,1421.2,196.3,1094.3,920.6,11.6
BATCH_0701,1414.9,179.3,1133.8,913.4,11.43
BATCH_0702,1413.0,209.8,1070.5,929.4,12.87
BATCH_0703,1469.7,157.8,1139.5,955.2,16.18
BATCH_0704,1435.5,198.3,1094.0,864.5,14.09
BATCH_0705,1430.2,191.6,1118.8,988.7,14.84
BATCH_0706,1388.2,173.7,1089.1,910.6,15.28
BATCH_0707,1401.9,188.4,1028.2,925.3,12.55
BATCH_0708,1470.4,196.1,1128.3,962.7,10.88
BATCH_0709,1463.0,198.1,1103.5,967.0,11.35
BATCH_0710,1437.1,215.8,1150.2,970.6,12.21
BATCH_0711,1437.9,195.3,1125.3,890.8,11.69
BATCH_0712,1407.8,146.2,1090.5,913.8,12.16
BATCH_0713,1432.5,209.1,1139.2,886.2,9.71
BATCH_0714,1367.3,164.9,1202.7,938.4,11.38
BATCH_0715,1429.6,172.0,1054.5,959.7,12.07
BATCH_0716,1531.5,200.2,1135.1,883.5,12.72
BATCH_0717,1444.6,184.6,1181.7,1007.7,11.89
BATCH_0718,1396.9,192.0,1128.3,921.4,12.9
BATCH_0719,1438.6,190.7,1046.4,996.7,12.91
BATCH_0720,1464.7,174.4,1063.8,948.3,10.43
BATCH_0721,1422.9,179.9,1165.0,940.2,13.97
BATCH_0722,1442.5,187.6,1102.5,926.8,9.67
BATCH_0723,1399.4,204.3,1059.7,910.5,15.15
BATCH_0724,1425.8,191.0,1168.3,932.5,11.16
BATCH_0725,1441.2,188.0,1026.7,995.6,13.63
BATCH_0726,1342.0,185.6,1073.1,860.6,15.02
BATCH_0727,1399.2,190.8,1107.9,959.8,13.93
BATCH_0728,1482.4,181.1,1223.6,918.7,12.18
BATCH_0729,1454.8,189.9,1081.4,855.0,11.4
BATCH_0730,1368.4,185.3,1041.2,945.2,11.57
BATCH_0731,1447.0,167.9,1077.8,974.7,12.44
BATCH_0732,1336.8,190.5,1211.0,944.2,12.2
BATCH_0733,1349.3,182.1,1115.0,918.1,12.72
BATCH_0734,1408.9,179.2,1065.6,963.9,8.94
BATCH_0735,1403.2,216.6,1118.9,911.9,12.78
BATCH_0736,1491.8,199.6,1157.7,907.7,12.84
BATCH_0737,1452.0,190.0,1158.0,919.2,9.12
BATCH_0738,1443.6,202.7,1135.9,931.6,13.5
BATCH_0739,1349.4,193.0,1033.0,953.1,11.54
BATCH_0740,1367.9,148.6,1093.4,902.8,11.49
BATCH_0741,1432.8,188.3,940.2,909.5,11.49
BATCH_0742,1462.3,183.7,1130.6,884.0,8.07
BATCH_0743,1427.7,169.2,1102.9,847.4,13.61
BATCH_0744,1450.8,185.0,1084.2,929.3,14.47
BATCH_0745,1387.0,171.3,1124.9,947.9,12.7
BATCH_0746,1452.3,186.8,1079.2,914.7,12.02
BATCH_0747,1378.7,185.1,1074.1,976.1,13.37
BATCH_0748,1391.6,165.9,1096.1,957.7,14.76
BATCH_0749,1444.2,157.6,1096.0,877.8,14.04
BATCH_0750,1419.5,175.9,1025.4,904.0,12.35
BATCH_0751,1393.3,204.6,1133.9,922.9,11.72
BATCH_0752,1451.5,170.8,1207.2,909.7,12.72
BATCH_0753,1399.8,177.8,1139.9,910.6,12.47
BATCH_0754,1440.2,174.8,1197.0,949.7,14.37
BATCH_0755,1468.7,157.3,1005.5,973.9,11.3
BATCH_0756,1469.7,182.8,1083.9,964.7,10.8
BATCH_0757,1440.7,168.3,961.8,870.7,13.19
BATCH_0758,1439.3,177.0,1037.5,932.2,13.33
BATCH_0759,1440.0,186.8,1103.4,994.3,14.7
BATCH_0760,1431.7,174.3,1127.8,954.4,13.07
BATCH_0761,1379.2,198.1,1198.3,906.1,9.24
BATCH_0762,1379.4,175.8,1056.8,920.5,12.54
BATCH_0763,1418.6,206.9,1002.7,861.0,9.05
BATCH_0764,1471.2,197.8,1124.6,931.6,10.68
BATCH_0765,1456.0,163.5,1088.5,937.0,14.77
BATCH_0766,1446.3,191.8,1071.0,997.9,12.9
BATCH_0767,1453.6,187.4,1086.8,931.4,15.11
BATCH_0768,1359.0,197.1,1148.5,869.1,12.7
BATCH_0769,1441.9,197.0,1055.6,921.2,11.0
BATCH_0770,1416.7,192.0,1066.6,832.1,13.21
BATCH_0771,1416.4,197.1,1076.2,895.3,14.04
BATCH_0772,1449.4,146.9,1067.4,1012.7,13.38
BATCH_0773,1409.1,169.6,1042.7,870.3,13.15
BATCH_0774,1451.5,193.7,1088.5,859.7,12.87
BATCH_0775,1438.5,192.6,1103.9,940.3,12.77
BATCH_0776,1394.7,186.6,1067.6,843.5,12.17
BATCH_0777,1408.4,165.6,1114.5,972.6,12.09
BATCH_0778,1345.3,211.5,1071.2,882.7,12.12
BATCH_0779,1460.5,146.2,1146.3,916.5,14.66
BATCH_0780,1350.6,172.2,1104.8,993.8,14.04
BATCH_0781,1390.7,184.7,1051.2,906.3,13.0
BATCH_0782,1461.0,164.2,1065.4,943.1,13.91
BATCH_0783,1457.4,186.4,1140.5,922.4,13.2
BATCH_0784,1411.3,187.9,1143.8,959.6,13.17
BATCH_0785,1382.3,198.8,1134.2,946.4,14.11
BATCH_0786,1439.5,167.8,1061.3,928.9,11.46
BATCH_0787,1404.3,193.6,1093.8,922.2,10.14
BATCH_0788,1413.0,191.1,996.5,921.6,13.27
BATCH_0789,1439.1,198.7,1163.3,879.1,12.96
BATCH_0790,1431.0,192.1,1098.5,929.0,14.58
BATCH_0791,1412.6,174.5,1084.0,902.6,11.85
BATCH_0792,1425.8,194.9,1144.4,934.1,13.4
BATCH_0793,1406.3,179.2,1165.8,879.5,15.13
BATCH_0794,1454.9,207.9,1097.0,879.6,12.29
BATCH_0795,1419.2,200.5,1099.3,926.6,12.8
BATCH_0796,1418.0,172.5,1068.1,931.3,13.44
BATCH_0797,1433.5,194.9,1119.3,883.0,11.95
BATCH_0798,1409.4,166.4,1161.9,972.5,11.17
BATCH_0799,1391.7,186.1,1121.0,896.5,11.3
BATCH_0800,1386.4,155.0,1127.9,989.8,11.01
BATCH_0801,1398.5,178.9,1081.8,869.3,9.54
BATCH_0802,1407.1,172.8,1020.3,940.9,14.12
BATCH_0803,1358.6,175.8,1111.4,868.3,12.17
BATCH_0804,1412.5,176.2,1130.5,906.8,15.23
BATCH_0805,1443.5,192.4,1089.1,933.3,10.5
BATCH_0806,1401.5,165.3,1036.6,926.4,14.76
BATCH_0807,1374.1,179.7,1060.1,973.8,11.67
BATCH_0808,1406.0,150.6,1080.4,881.3,12.08
BATCH_0809,1468.8,193.3,1131.8,970.8,13.23
BATCH_0810,1427.4,193.2,1109.0,971.4,11.51
BATCH_0811,1430.2,189.4,1100.5,939.5,14.05
BATCH_0812,1436.8,184.3,1069.7,909.6,13.88
BATCH_0813,1457.9,182.0,1092.8,960.1,8.52
BATCH_0814,1394.5,193.3,1077.4,889.3,9.28
BATCH_0815,1412.2,179.7,997.3,884.4,13.2
BATCH_0816,1406.3,157.5,1102.0,951.3,11.58
BATCH_0817,1441.3,174.8,1021.2,855.9,11.22
BATCH_0818,1369.3,171.9,1190.6,882.4,12.15
BATCH_0819,1392.0,205.7,1166.8,888.9,13.47
BATCH_0820,1424.4,191.3,1033.2,993.9,12.96
BATCH_0821,1410.3,192.4,1079.5,928.8,11.74
BATCH_0822,1473.9,186.6,1067.9,938.8,12.06
BATCH_0823,1452.1,170.2,1130.9,946.8,9.78
BATCH_0824,1408.9,176.0,1030.0,900.6,13.14
BATCH_0825,1436.2,179.6,1169.7,854.2,11.88
BATCH_0826,1420.2,166.1,985.9,875.5,11.91
BATCH_0827,1352.8,160.5,1059.9,917.3,9.6
BATCH_0828,1319.3,178.2,1099.6,820.7,15.39
BATCH_0829,1371.8,174.1,1208.5,932.6,14.21
BATCH_0830,1428.1,168.4,1207.1,977.6,11.39
BATCH_0831,1419.1,168.2,1026.8,942.5,13.41
BATCH_0832,1490.4,174.3,1057.2,873.3,12.8
BATCH_0833,1389.4,156.4,1012.3,929.2,13.98
BATCH_0834,1394.3,179.8,1061.5,941.7,13.52
BATCH_0835,1444.8,185.9,1108.0,979.4,12.96
BATCH_0836,1451.8,167.6,1139.7,885.1,11.53
BATCH_0837,1476.6,139.6,1106.1,941.1,11.04
BATCH_0838,1457.7,182.2,1125.6,934.6,12.32
BATCH_0839,1452.9,179.7,1073.8,847.3,13.31
BATCH_0840,1369.7,188.3,1039.7,873.9,14.29
BATCH_0841,1449.1,195.0,1084.8,914.2,11.86
BATCH_0842,1448.9,191.1,1093.1,951.5,13.9
BATCH_0843,1363.2,180.7,1027.0,925.0,12.51
BATCH_0844,1400.2,211.1,1195.2,919.7,15.43
BATCH_0845,1376.9,196.4,1079.8,913.0,12.31
BATCH_0846,1392.7,170.9,1212.0,887.5,11.26
BATCH_0847,1419.9,187.2,1065.4,896.0,13.59
BATCH_0848,1443.3,196.5,1037.0,936.0,11.41
BATCH_0849,1454.0,172.3,1061.8,957.6,10.93
BATCH_0850,1430.2,221.2,1103.3,922.5,13.68
BATCH_0851,1395.2,169.7,1074.7,857.9,13.23
BATCH_0852,1376.6,171.4,1162.8,925.7,10.78
BATCH_0853,1462.7,190.4,1157.6,898.3,14.36
BATCH_0854,1465.0,177.7,1022.6,900.8,13.07
BATCH_0855,1382.5,164.4,1166.0,860.3,12.6
BATCH_0856,1360.5,152.9,1107.2,951.6,11.49
BATCH_0857,1462.8,224.3,1058.4,823.1,13.01
BATCH_0858,1470.2,201.9,1107.2,873.6,10.92
BATCH_0859,1432.7,199.4,1036.6,938.0,13.94
BATCH_0860,1403.2,138.2,1098.8,890.3,15.03
BATCH_0861,1402.9,185.4,1133.2,942.1,10.03
BATCH_0862,1422.8,171.3,1170.6,901.2,14.99
BATCH_0863,1418.9,210.9,1141.2,942.2,11.48
BATCH_0864,1404.3,192.8,1178.2,886.8,13.19
BATCH_0865,1388.8,203.4,1143.7,938.8,10.98
BATCH_0866,1376.7,172.0,1142.5,944.1,12.44
BATCH_0867,1446.9,172.9,1080.8,879.6,12.13
BATCH_0868,1452.5,161.3,1101.9,925.8,11.98
BATCH_0869,1464.8,174.0,1161.0,915.4,13.01
BATCH_0870,1429.5,195.1,1052.1,897.0,11.4
BATCH_0871,1436.5,196.5,1112.3,886.5,15.18
BATCH_0872,1451.3,204.3,1149.4,922.6,10.54
BATCH_0873,1503.4,183.4,1132.7,855.7,12.89
BATCH_0874,1412.9,190.7,953.3,973.4,13.03
BATCH_0875,1432.4,177.6,1059.0,875.8,14.48
BATCH_0876,1482.5,186.0,1131.3,966.6,11.05
BATCH_0877,1449.7,158.7,1190.8,965.7,12.08
BATCH_0878,1430.9,182.0,1043.7,870.3,12.38
BATCH_0879,1391.8,176.1,1085.3,942.0,12.96
BATCH_0880,1416.2,203.3,1111.3,865.9,10.7
BATCH_0881,1380.9,196.6,1078.4,941.0,12.56
BATCH_0882,1370.2,216.8,1172.8,1006.6,12.59
BATCH_0883,1418.0,178.6,1074.8,927.1,13.76
BATCH_0884,1406.8,182.4,1186.5,852.8,12.91
BATCH_0885,1404.7,194.1,1069.0,945.3,12.45
BATCH_0886,1426.8,157.2,1189.0,942.2,11.59
BATCH_0887,1384.5,163.5,1101.5,870.2,12.22
BATCH_0888,1419.2,179.8,1153.4,958.5,14.88
BATCH_0889,1428.7,173.7,1132.3,954.3,13.45
BATCH_0890,1434.4,180.1,1084.6,883.5,14.87
BATCH_0891,1396.4,166.8,1138.8,981.8,11.79
BATCH_0892,1467.7,180.2,1125.1,941.5,12.58
BATCH_0893,1421.0,193.9,1090.2,953.2,11.39
BATCH_0894,1440.8,165.0,1067.5,901.9,11.59
BATCH_0895,1377.9,188.7,1138.3,971.4,12.07
BATCH_0896,1480.7,183.5,1103.2,883.7,13.15
BATCH_0897,1394.9,194.9,1114.4,863.0,13.64
BATCH_0898,1352.9,179.5,1084.2,957.9,13.03
BATCH_0899,1426.7,171.7,1102.9,940.5,9.48
BATCH_0900,1429.9,177.6,1061.4,904.4,11.71
BATCH_0901,1404.4,199.0,1082.8,905.6,12.7
BATCH_0902,1364.3,186.8,1014.3,901.3,11.95
BATCH_0903,1397.8,215.3,1191.3,850.0,10.77
BATCH_0904,1408.1,182.7,1168.0,918.2,11.17
BATCH_0905,1435.8,173.5,1103.5,964.1,13.88
BATCH_0906,1410.4,182.6,1085.9,919.8,11.83
BATCH_0907,1425.2,175.2,1126.0,961.3,10.71
BATCH_0908,1445.6,192.0,1085.2,944.6,14.16
BATCH_0909,1497.9,181.3,1113.2,940.8,12.48
BATCH_0910,1422.8,170.9,1062.4,944.8,13.18
BATCH_0911,1432.5,180.2,1033.0,923.9,12.47
BATCH_0912,1371.5,209.1,1150.1,916.4,11.9
BATCH_0913,1462.5,191.8,1060.3,874.8,10.99
BATCH_0914,1366.0,193.3,1123.2,931.3,13.14
BATCH_0915,1409.1,208.7,1096.4,883.1,12.86
BATCH_0916,1368.8,183.7,1091.6,964.5,14.05
BATCH_0917,1379.4,177.1,1091.2,975.1,12.79
BATCH_0918,1396.4,198.0,1104.3,949.7,14.79
BATCH_0919,1418.3,187.6,1044.8,951.5,13.06
BATCH_0920,1380.9,203.2,1010.6,879.7,12.13
BATCH_0921,1416.2,174.0,1168.8,932.1,13.31
BATCH_0922,1376.5,181.2,1166.1,848.0,13.74
BATCH_0923,1415.2,191.8,1046.2,1013.4,10.55
BATCH_0924,1428.9,192.9,999.2,932.6,13.48
BATCH_0925,1410.3,183.5,1079.2,928.9,11.61
BATCH_0926,1356.0,161.7,1033.2,878.3,11.68
